"","Year","Period","State","Commodity","Data Item","Domain","Domain Category","Value"
"317",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"318",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","1.2"
"319",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)","(D)"
"320",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)","(D)"
"321",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","(D)"
"322",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","(D)"
"323",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","(D)"
"324",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","(D)"
"325",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","(D)"
"326",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","(D)"
"327",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)","(D)"
"328",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","130.4"
"329",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","(D)"
"330",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (POTASH)","(D)"
"331",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (SULFUR)","(D)"
"332",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"333",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","(D)"
"334",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(D)"
"335",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","(D)"
"336",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","10"
"337",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","(D)"
"338",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","(D)"
"339",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)","(D)"
"340",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)","(D)"
"341",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","28"
"342",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"343",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","28"
"344",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)"
"345",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","(D)"
"346",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)"
"347",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)"
"348",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)"
"349",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","43"
"350",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)","(D)"
"351",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","(D)"
"352",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","(D)"
"353",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)"
"354",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","11"
"355",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)"
"356",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","(D)"
"357",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)","(D)"
"358",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","(D)"
"359",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","68"
"360",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","(D)"
"361",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","(D)"
"362",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)"
"363",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","(D)"
"364",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)"
"365",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","(D)"
"366",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","(D)"
"367",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","(D)"
"368",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","(D)"
"369",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","2"
"370",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","(D)"
"371",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","27"
"372",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)"
"373",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","(D)"
"374",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","16"
"375",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)"
"376",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(D)"
"377",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","25"
"378",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI EG7841 = 6453)","(D)"
"379",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","(D)"
"380",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)","(D)"
"381",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","(D)"
"382",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","(D)"
"383",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DELTAMETHRIN = 97805)","(D)"
"384",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)"
"385",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","(D)"
"386",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","(D)"
"387",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","(D)"
"388",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","(D)"
"389",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","33"
"390",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)"
"391",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","(D)"
"392",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","(D)"
"393",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","(D)"
"394",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","(D)"
"395",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)","(D)"
"396",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","19"
"397",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","30"
"398",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","51"
"399",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","(D)"
"400",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"401",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","83"
"402",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","56"
"403",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)","(D)"
"404",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)","(D)"
"405",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","(D)"
"406",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","(D)"
"407",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","(D)"
"408",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","(D)"
"409",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","(D)"
"410",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","(D)"
"411",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)","(D)"
"412",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","58"
"413",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","56"
"414",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","(D)"
"415",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (POTASH)","(D)"
"416",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (SULFUR)","(D)"
"417",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"418",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","(D)"
"419",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, NOT SOLD - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","0"
"420",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"421",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, PROCESSING - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","(D)"
"422",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","386,303,000"
"423",2019,"YEAR","CALIFORNIA","RASPBERRIES","RASPBERRIES, UTILIZED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","143,500,000"
"424",2019,"YEAR","OTHER STATES","RASPBERRIES","RASPBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","381,205,000"
"425",2019,"YEAR","OTHER STATES","RASPBERRIES","RASPBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","131,460,000"
"426",2019,"YEAR","OTHER STATES","RASPBERRIES","RASPBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","51,109,000"
"427",2019,"YEAR","OTHER STATES","RASPBERRIES","RASPBERRIES, PROCESSING - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","94,380,000"
"428",2019,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,200"
"429",2019,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","82,500,000"
"430",2019,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,970"
"431",2019,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"432",2019,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","(D)"
